Name,Price,spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Market,Multiplier,commission,symbol,leverage,Lotsize,Base,Quote
XAGAUD,46.409,0.0228,-0.70000,0.40000,0.010,30.60293911,284.20,UTC:22:01-20:59,50.00000000,0.00,XAGAUD,500,5000.00,XAG,AUD
XAUJPY,367821,20.7,-0.78000,-0.75000,1,0.58710253,432.12,UTC:22:01-20:59,1.00000000,0.00,XAUJPY,500,100.00,XAU,JPY
SpotBrent,82.712,0.0300,1.94000,-3.44000,0.010,0.92099689,76.06,UTC:21:01-22:00,1.00000000,0.00,SpotBrent,100,100.00,SpotBrent,USD
SpotCrude,78.443,0.0300,0.66000,-2.01000,0.010,0.92099689,72.16,UTC:22:00-20:59,1.00000000,0.00,SpotCrude,100,100.00,SpotCrude,USD
NatGas,2.546,0.0090,-0.74000,0.66000,0.010,92.09968870,718.75,UTC:22:00-20:59,100.00000000,0.00,NatGas,33,10000.00,NatGas,USD
Gasoline,2.4907,0.00800,0.16000,-0.59000,0.0010,0.92099689,69.58,UTC:22:00-20:59,10.00000000,0.00,Gasoline,33,1000.00,Gasoline,USD
AUS200,7790.9,1.80,-6.79000,1.79000,1.0,0.61205878,11.92,UTC:07:10-20:59,0.10000000,0.00,AUS200,400,1.00,AUS200,AUD
EUSTX50,5039.1,1.60,-6.30000,1.30000,1.0,1.00000000,25.21,UTC:00:15-20:59,0.10000000,0.00,EUSTX50,200,1.00,STOXX50,EUR
FRA40,8104.8,1.00,-6.30000,1.30000,1.0,1.00000000,40.55,UTC:06:00-20:00,0.10000000,0.00,FRA40,200,1.00,F40,EUR
GER40,18709.8,0.90,-6.30000,1.30000,1.0,1.00000000,46.81,W. Europe Standard Time:09:00-17:30,0.10000000,0.00,GER40,400,1.00,DE40,EUR
HK50,18829.4,5.00,-6.99000,1.99000,1.0,0.11794092,22.23,UTC:05:00-08:30,0.10000000,0.00,HK50,100,1.00,HK50,HKD
JPN225,38888.0,8.00,-2.58000,-2.42000,1.0,0.58710943,114.19,UTC:22:00-20:59,10.00000000,0.00,JPN225,200,100.00,JP225,JPY
SPA35,11280.0,5.00,-6.30000,1.30000,1.0,1.00000000,112.77,UTC:06:00-18:00,0.10000000,0.00,SPA35,100,1.00,ES35,EUR
UK100,8316.7,2.00,-7.70000,2.70000,1.0,1.17441191,24.43,UTC:22:00-20:59,0.10000000,0.00,UK100,400,1.00,UK100,GBP
US2000,2074.5,0.95,-7.82000,2.82000,1.0,0.92100537,9.56,UTC:22:00-20:59,0.10000000,0.00,US2000,200,1.00,US2000,USD
US500,5306.1,0.40,-7.82000,2.82000,1.0,0.92100537,12.22,UTC:22:00-20:59,0.10000000,0.00,US500,400,1.00,US500,USD
NAS100,18803.8,1.90,-7.82000,2.82000,1.0,0.92100537,43.33,UTC:22:00-20:59,0.10000000,0.00,NAS100,400,1.00,USTEC,USD
US30,39063.1,2.60,-7.82000,2.82000,1.0,0.92100537,89.94,UTC:22:00-20:59,0.10000000,0.00,US30,400,1.00,US30,USD
CN50,12653.3,10.00,-7.82000,2.82000,1.0,0.92100537,58.36,UTC:09:00-20:45,0.10000000,0.00,CN50,200,1.00,CN50,USD
SCI25,310.7,0.39,-6.41000,1.41000,1.0,0.68269638,1.06,UTC:09:50-20:45,0.10000000,0.00,SCI25,200,1.00,SCI25,SGD
VIX,12.61,0.160,-0.33000,0.30000,0.10,0.09210054,0.12,UTC:22:00-20:59,0.10000000,0.00,VIX,100,1.00,VIX,USD
CA60,1334.49,0.800,-7.77000,2.77000,0.10,0.06743907,9.01,UTC:13:30-20:15,0.10000000,0.00,CA60,100,1.00,CA60,CAD
CHINAH,6685.00,12.000,-5.18000,0.18000,0.10,0.01179409,7.90,UTC:05:00-08:30,0.10000000,0.00,CHINAH,100,1.00,CHINAH,HKD
MidDE50,27203.80,18.900,-6.30000,1.30000,0.10,0.10000000,272.61,UTC:07:00-15:30,0.10000000,0.00,MidDE50,100,1.00,MidDE50,EUR
NETH25,914.46,0.300,-6.30000,1.30000,0.10,0.10000000,9.15,UTC:06:00-20:00,0.10000000,0.00,NETH25,100,1.00,NETH25,EUR
NOR25,1339.95,1.000,-7.12000,2.12000,0.10,0.00874692,1.17,UTC:07:00-14:20,0.10000000,0.00,NOR25,100,1.00,NOR25,NOK
SA40,72781.00,19.269,-10.75000,5.75000,0.10,0.00501214,36.41,UTC:06:30-15:30,0.10000000,0.00,SA40,100,1.00,SA40,ZAR
SWI20,11926.30,4.000,-3.92000,-1.08000,0.10,0.10078207,120.24,UTC:06:00-20:00,0.10000000,0.00,SWI20,100,1.00,SWI20,CHF
GERTEC30,3433.80,4.500,-6.30000,1.30000,0.10,0.10000000,34.40,UTC:07:00-15:30,0.10000000,0.00,GERTEC30,100,1.00,GERTEC30,EUR
Crypto10,18701.5,45.00,-22.50000,7.50000,1.0,0.92100537,1734.31,UTC:10:00-20:59,0.10000000,0.00,Crypto10,10,1.00,Crypto10,USD
Crypto20,22992.1,80.00,-22.50000,7.50000,1.0,0.92100537,2133.23,UTC:10:00-20:59,0.10000000,0.00,Crypto20,10,1.00,Crypto20,USD
Crypto30,22044.4,80.00,-22.50000,7.50000,1.0,0.92100537,2045.98,UTC:10:00-20:59,0.10000000,0.00,Crypto30,10,1.00,Crypto30,USD
USDX,104.657,0.0504,0.09000,-0.69000,0.010,0.92100537,48.26,UTC:00:00-20:59,100.00000000,0.00,USDX,200,100.00,USDX,USD
EURX,1053.7,1.00,-0.12000,-0.06000,1.0,100.00000000,527.40,UTC:22:00-20:59,100.00000000,0.00,EURX,200,100.00,EURX,EUR
JPYX,712.2,1.00,-0.15000,0.02000,1.0,0.58710943,2.09,UTC:22:00-20:59,100.00000000,0.00,JPYX,200,100.00,JPYX,JPY
Sugar,18.567,0.0420,0.38000,-0.72000,0.010,0.92100537,34.30,UTC:07:30-16:59,1.00000000,0.00,Sugar,50,100.00,Sugar,USD
Coffee,220.29,0.340,0.13000,-0.51000,0.10,0.92100537,40.66,UTC:08:15-17:29,1.00000000,0.00,Coffee,50,10.00,Coffee,USD
Cotton,79.761,0.1300,-2.20000,0.78000,0.010,0.92100537,147.23,UTC:01:00-18:19,1.00000000,0.00,Cotton,50,100.00,Cotton,USD
Cocoa,8292.8,9.20,3.50000,-5.12000,1.0,0.92100537,153.00,UTC:08:45-17:29,1.00000000,0.00,Cocoa,50,1.00,Cocoa,USD
Wheat,683.3,0.80,-0.20000,0.10000,1.0,0.92100537,12.61,UTC:13:30-18:19,1.00000000,0.00,Wheat,50,1.00,Wheat,USD
Soybeans,1237.2,1.40,-0.32000,0.10000,1.0,0.92100537,22.83,UTC:13:30-18:19,1.00000000,0.00,Soybeans,50,1.00,Soybeans,USD
OJ,473.49,0.450,-0.92000,0.13000,0.10,1.84201074,174.69,UTC:12:00-17:59,1.00000000,0.00,OJ,50,20.00,Orange Juice,USD
LDSugar,558.1,1.20,0.19000,-0.29000,1.0,0.92100537,10.31,UTC:07:45-16:54,1.00000000,0.00,LDSugar,50,1.00,Sugar10034,USD
Lumber,515.41,1.400,-3.04000,2.06000,0.10,0.09210054,14.43,UTC:14:00-20:04,1.00000000,0.00,Lumber,33,1.00,Lumber,USD
Corn,4.5358,0.01320,-2.57000,1.71000,0.0010,0.09210054,12.70,UTC:13:30-18:19,100.00000000,0.00,Corn,33,100.00,Corn,USD
LeanHogs,0.89320,0.001300,-15.40000,13.20000,0.00010,0.09210054,24.98,UTC:13:30-18:04,1000.00000000,0.00,LeanHogs,33,1000.00,LeanHogs,USD
Cattle,1.83920,0.001200,1.42000,-4.63000,0.00010,0.09210054,33.92,UTC:13:30-18:04,1000.00000000,0.00,Cattle,50,1000.00,Cattle,USD
Oats,3.8113,0.01690,1.05000,-1.75000,0.0010,0.92100537,106.89,UTC:13:30-18:19,1000.00000000,0.00,Oats,33,1000.00,Oats,USD
SoyMeal,387.50,1.160,-0.01000,-0.63000,0.10,0.09210054,10.85,UTC:13:30-18:19,1.00000000,0.00,SoyMeal,33,1.00,SoyMeal,USD
SoyOil,0.44510,0.001300,-1.19000,0.41000,0.00010,0.09210054,12.46,UTC:13:30-18:19,1000.00000000,0.00,SoyOil,33,1000.00,SoyOil,USD
RghRice,18.340,0.0900,-0.06000,-0.25000,0.010,0.92100537,51.46,UTC:13:30-18:19,1.00000000,0.00,RghRice,33,100.00,RghRice,USD
Copper,4.7567,0.00320,-0.85000,0.03000,0.0010,1.84201074,175.02,UTC:22:01-20:59,20.00000000,0.00,Copper,50,2000.00,Copper,USD
Aluminium,2661.950,5.2000,-7.60000,5.75000,0.010,0.00921005,245.76,UTC:00:01-17:59,1.00000000,0.00,Aluminium,10,1.00,Aluminium,USD
Nickel,20310.530,15.6900,-34.31000,25.12000,0.010,0.00921005,1872.95,UTC:07:01-17:59,1.00000000,0.00,Nickel,10,1.00,Nickel,USD
Lead,2306.050,4.5500,-4.96000,3.63000,0.010,0.00921005,212.91,UTC:00:01-17:59,1.00000000,0.00,Lead,10,1.00,Led,USD
Zinc,3062.590,5.4700,-4.49000,3.17000,0.010,0.00921005,282.71,UTC:00:01-17:59,1.00000000,0.00,Zinc,10,1.00,Zinc,USD
XAGSGD,41.600,0.0316,-0.55000,0.30000,0.010,34.13481888,2840.90,UTC:22:01-15:59,50.00000000,0.00,XAGSGD,50,5000.00,XAG,SGD
XAUCNH,17011.760,0.8684,-155.68000,26.22000,0.010,0.12693625,4320.28,UTC:22:01-15:59,10.00000000,0.00,XAUCNH,50,100.00,XAU,CNH
XAUSGD,3163.010,0.2688,-41.88000,11.33000,0.010,0.68269638,4320.28,UTC:22:01-15:59,1.00000000,0.00,XAUSGD,50,100.00,XAU,SGD
XAUTHB,85830.697,87.4613,-2305.96000,974.11000,0.010,0.02513978,4320.38,UTC:22:01-15:59,10.00000000,0.00,XAUTHB,50,100.00,XAU,THB
BTCUSD,68449.00,18.300,-22.50000,7.50000,0.10,0.09210054,6329.42,UTC:10:00-20:59,0.01000000,0.00,BTCUSD,10,1.00,BTCUSD,USD
ETHUSD,3896.60,3.000,-22.50000,7.50000,0.10,0.09210054,361.96,UTC:10:00-20:59,0.01000000,0.00,ETHUSD,10,1.00,ETHUSD,USD
LTCUSD,84.33,0.341,-22.50000,7.50000,0.10,0.09210054,7.83,UTC:10:00-20:59,1.00000000,0.00,LTCUSD,10,1.00,LTCUSD,USD
BCHUSD,485.59,1.613,-22.50000,7.50000,0.10,0.09210054,44.82,UTC:10:00-20:59,0.01000000,0.00,BCHUSD,10,1.00,BitcoinCash,USD
DOTUSD,7.458,0.0306,-22.50000,7.50000,0.010,0.09210054,6.87,UTC:10:00-20:59,1.00000000,0.00,DOTUSD,10,10.00,DOT,USD
LINKUSD,17.138,0.0447,-22.50000,7.50000,0.010,0.09210054,15.82,UTC:10:00-20:59,1.00000000,0.00,LINKUSD,10,10.00,LINK,USD
XLMUSD,0.1083,0.00120,-22.50000,7.50000,0.0010,0.09210054,5.04,UTC:10:00-20:59,10.00000000,0.00,XLMUSD,2,100.00,XLM,USD
XRPUSD,0.5275,0.00260,-22.50000,7.50000,0.0010,0.09210054,24.55,UTC:10:00-20:59,10.00000000,0.00,XRPUSD,2,100.00,XRP,USD
UNIUSD,10.994,0.0850,-22.50000,7.50000,0.010,0.09210054,10.27,UTC:10:00-20:59,1.00000000,0.00,UNIUSD,10,10.00,UNI,USD
DOGEUSD,0.16621,0.001179,-22.50000,7.50000,0.00010,0.09210054,77.00,UTC:10:00-20:59,100.00000000,0.00,DOGEUSD,2,1000.00,DOGE,USD
ADAUSD,0.4578,0.00404,-22.50000,7.50000,0.0010,0.09210054,4.27,UTC:10:00-20:59,100.00000000,0.00,ADAUSD,10,100.00,ADA,USD
BNBUSD,601.08,1.521,-22.50000,7.50000,0.10,0.09210054,55.70,UTC:10:00-20:59,1.00000000,0.00,BNBUSD,10,1.00,BNB,USD
EOSUSD,0.8276,0.00421,-22.50000,7.50000,0.0010,0.09210054,7.66,UTC:10:00-20:59,100.00000000,0.00,EOSUSD,10,100.00,EOS,USD
XTZUSD,0.9580,0.00449,-22.50000,7.50000,0.0010,0.09210054,8.85,UTC:10:00-20:59,100.00000000,0.00,XTZUSD,10,100.00,XTZ,USD
MATICUSD,0.7224,0.00307,-22.50000,7.50000,0.0010,0.09210054,6.67,UTC:10:00-20:59,100.00000000,0.00,MATICUSD,10,100.00,MATIC,USD
SOLUSD,166.01,0.397,-22.50000,7.50000,0.10,0.09210054,15.29,UTC:10:00-20:59,1.00000000,0.00,SOLUSD,10,1.00,SOL,USD
AVAXUSD,37.279,0.1028,-22.50000,7.50000,0.010,0.09210054,34.32,UTC:10:00-20:59,1.00000000,0.00,AVAXUSD,10,10.00,AVAX,USD
COMPUSD,63.186,0.2643,-22.50000,7.50000,0.010,0.00921005,11.77,UTC:10:00-20:59,4.00000000,0.00,COMPUSD,5,1.00,COMPUSD,USD
ETCUSD,31.669,0.1871,-22.50000,7.50000,0.010,0.00921005,5.95,UTC:10:00-20:59,1.00000000,0.00,ETCUSD,5,1.00,ETCUSD,USD
GLMRUSD,0.29868,0.009801,-22.50000,7.50000,0.00010,0.00009210,0.06,UTC:10:00-20:59,10.00000000,0.00,GLMRUSD,5,1.00,GLMRUSD,USD
KSMUSD,32.405,0.2977,-22.50000,7.50000,0.010,0.00921005,5.98,UTC:10:00-20:59,1.00000000,0.00,KSMUSD,5,1.00,KSMUSD,USD
BTCAUD,102935.00,150.600,-22.50000,7.50000,0.10,0.06120475,6328.40,UTC:10:00-20:59,0.01000000,0.00,BTCAUD,10,1.00,BTC,AUD
ETHAUD,5860.70,10.065,-22.50000,7.50000,0.10,0.06120475,361.68,UTC:10:00-20:59,0.01000000,0.00,ETHAUD,10,1.00,ETH,AUD
BTCGBP,53656.00,56.660,-22.50000,7.50000,0.10,0.11744119,6328.60,UTC:10:00-20:59,0.01000000,0.00,BTCGBP,10,1.00,BTC,GBP
ETHGBP,3054.20,5.498,-22.50000,7.50000,0.10,0.11744119,361.68,UTC:10:00-20:59,0.01000000,0.00,ETHGBP,10,1.00,ETH,GBP
BTCEUR,63021.00,64.800,-22.50000,7.50000,0.10,0.10000000,6328.70,UTC:10:00-20:59,0.01000000,0.00,BTCEUR,10,1.00,BTC,EUR
ETHEUR,3587.40,5.920,-22.50000,7.50000,0.10,0.10000000,361.67,UTC:10:00-20:59,0.01000000,0.00,ETHEUR,10,1.00,ETH,EUR
AT&T_Inc_(T.N),17.48,0.010,-7.82000,2.82000,0.10,0.09210054,1.61,UTC:13:31-19:59,0.10000000,0.02,AT&T_Inc_(T.N),10,1.00,T.US,USD
Adv._Micro_Devices_(AMD.O),166.19,0.030,-7.82000,2.82000,0.10,0.09210054,15.32,UTC:13:31-19:59,0.10000000,0.02,Adv._Micro_Devices_(AMD.O),10,1.00,Adv. Micro Devices,USD
Airbnb_Inc_(ABNB.O),144.40,0.030,-7.82000,2.82000,0.10,0.09210054,26.62,UTC:13:31-19:59,0.10000000,0.02,Airbnb_Inc_(ABNB.O),5,1.00,ABNB.US,USD
Alibaba_Group_(BABA.N),81.34,0.010,-7.82000,2.82000,0.10,0.09210054,3.75,UTC:13:31-19:59,0.10000000,0.02,Alibaba_Group_(BABA.N),20,1.00,BABA.N,USD
Alphabet_Inc_C_(GOOG.O),176.36,0.030,-7.82000,2.82000,0.10,0.09210054,8.13,UTC:13:31-19:59,0.10000000,0.02,Alphabet_Inc_C_(GOOG.O),20,1.00,GOOG.O,USD
Amazon.com_Inc_(AMZN.O),180.46,0.010,-7.82000,2.82000,0.10,0.09210054,8.31,UTC:13:31-19:59,0.10000000,0.02,Amazon.com_Inc_(AMZN.O),20,1.00,AMZN.O,USD
American_Express_(AXP.N),238.43,0.280,-7.82000,2.82000,0.10,0.09210054,22.00,UTC:13:31-19:59,0.10000000,0.02,American_Express_(AXP.N),10,1.00,AXP.US,USD
Apple_Inc_(AAPL.O),189.97,0.020,-7.82000,2.82000,0.10,0.09210054,8.75,UTC:13:31-19:59,0.10000000,0.02,Apple_Inc_(AAPL.O),20,1.00,AAPL.O,USD
Baidu_Inc_(BIDU.O),100.20,0.180,-7.82000,2.82000,0.10,0.09210054,9.25,UTC:13:31-19:59,0.10000000,0.02,Baidu_Inc_(BIDU.O),10,1.00,BIDU.O,USD
Beyond_Meat_Inc_(BYND.O),7.13,0.010,-7.82000,2.82000,0.10,0.09210054,3.29,UTC:13:31-19:59,0.10000000,0.02,Beyond_Meat_Inc_(BYND.O),2,1.00,BYND.US,USD
Citigroup_Inc_(C.N),63.60,0.010,-7.82000,2.82000,0.10,0.09210054,5.86,UTC:13:31-19:59,0.10000000,0.02,Citigroup_Inc_(C.N),10,1.00,C.US,USD
Coinbase_Global_Inc_(COIN.O),236.99,0.700,-7.82000,2.82000,0.10,0.09210054,43.80,UTC:13:31-19:59,0.10000000,0.02,Coinbase_Global_Inc_(COIN.O),5,1.00,COIN.O,USD
Electronic_Arts_(EA.O),134.98,0.310,-7.82000,2.82000,0.10,0.09210054,12.47,UTC:13:31-19:59,0.10000000,0.02,Electronic_Arts_(EA.O),10,1.00,Electronic Arts,USD
Meta_Platforms_(META.O),477.93,0.390,-7.82000,2.82000,0.10,0.09210054,22.04,UTC:13:31-19:59,0.10000000,0.02,Meta_Platforms_(META.O),20,1.00,FB.O,USD
Goldman_Sachs_Group_(GS.N),461.58,0.180,-7.82000,2.82000,0.10,0.09210054,42.55,UTC:13:31-19:59,0.10000000,0.02,Goldman_Sachs_Group_(GS.N),10,1.00,GS.N,USD
IBM_Corporation_(IBM.N),170.95,0.030,-7.82000,2.82000,0.10,0.09210054,15.75,UTC:13:31-19:59,0.10000000,0.02,IBM_Corporation_(IBM.N),10,1.00,IBM.N,USD
JPMorgan_Chase_&_Co_(JPM.N),200.60,0.060,-7.82000,2.82000,0.10,0.09210054,18.49,UTC:13:31-19:59,0.10000000,0.02,JPMorgan_Chase_&_Co_(JPM.N),10,1.00,JPM.US,USD
Lockheed_Martin___(LMT.N),466.79,0.710,-7.82000,2.82000,0.10,0.09210054,43.08,UTC:13:31-19:59,0.10000000,0.02,Lockheed_Martin___(LMT.N),10,1.00,LMT.US,USD
